	utf1354	utf1362	utf1383	utf1390	utf1398	utf1406	utf1414	utf392	utf398	utf408	utf410	utf416	utf425	utf440	utf442	utf446	utf450	utf463	utf523	utf531	utf540	utf546	utf547	utf557	utf563	utf571
utf410	0.45894310433717317	0.4227182957226943	0.5039410124138147	0.6105689759311066	0.6774723838261124	0.5398977536649356	0.3733600556712388	0.17959871891100376	0.651880275087139	0.22619501650401078	0.0	0.5472425008152736	0.4942532748103331	0.4434733160354982	0.44972991885603203	0.3601142256772579	0.6297995740716497	0.3064337514726714	0.614869332325368	0.592656291968931	0.3482630531043651	0.26015401152795226	0.40278466339103813	0.237965521909431	0.5601820441059444	0.5739441055624592
utf416	0.5920349555375327	0.634339886070687	0.6617867985729264	0.7362474675086121	0.7078784424802249	0.6679127763442261	0.5449241550487621	0.5479881284334142	0.7303010866326581	0.5468394188725669	0.5472425008152736	0.0	0.653819605733394	0.5828675177561535	0.5776660874132299	0.5490887358270683	0.7080386775540976	0.46775903011128306	0.7149473049241076	0.6417570139714046	0.6183621377567968	0.5605060867308912	0.5705015377818043	0.5687829749847143	0.6633358742368579	0.6307363049455856
utf425	0.48396208353302406	0.24365046143588642	0.29847908911128257	0.5414347894885804	0.5937871905752418	0.5636295544008191	0.41404826313501947	0.4596211029935691	0.6090842686627803	0.4655112974150283	0.4942532748103331	0.653819605733394	0.0	0.40646377269805095	0.5017197578143059	0.5177425713131109	0.3925435310076811	0.57061657712121	0.5436743159945564	0.39004611595721406	0.5401187553426572	0.4344726267474697	0.5665727317728075	0.47770999377152973	0.6091464487887139	0.4983266280017704
utf440	0.5425415537271107	0.39184584459025135	0.43181187802686194	0.6580026759007038	0.6553039713538809	0.5377763134754814	0.21426369062700598	0.39552241422349543	0.678868888848418	0.38657063879777215	0.4434733160354982	0.5828675177561535	0.40646377269805095	0.0	0.33532545411118525	0.38630102698990665	0.5720776496801749	0.43965557094009516	0.6266653112234526	0.5711419792954694	0.5086349536893094	0.36326112984002223	0.45029566321951653	0.4256415419860791	0.5536008970948669	0.612144421779298
utf442	0.5506435388699746	0.4696866036201155	0.5113098042557626	0.6784606854051888	0.7051561558714394	0.5796415170712739	0.33104887127856314	0.4128098183495296	0.6822611588331657	0.431528300666318	0.44972991885603203	0.5776660874132299	0.5017197578143059	0.33532545411118525	0.0	0.3796755349728742	0.5884474138994303	0.40103771662932935	0.68913242348279	0.5500544114857985	0.5202116056005557	0.48647592860910643	0.46518523149533875	0.4396004151698659	0.5443431620264	0.6196249271897504
utf446	0.4180791330084838	0.467191527357701	0.5407631047137775	0.6168597468419625	0.6614656343209548	0.512542892194453	0.37002357880590014	0.2648376994259382	0.6257036573556618	0.33884495880627563	0.3601142256772579	0.5490887358270683	0.5177425713131109	0.38630102698990665	0.3796755349728742	0.0	0.6504085676307442	0.32546856977598626	0.591922618471653	0.5886297188179526	0.4595670391336122	0.32200709481915135	0.35918479122499936	0.3734037509516824	0.6094400090963005	0.5686545421679635
utf450	0.5982300917924914	0.5037873557627146	0.49854370811142146	0.4647223862869591	0.63280760172161	0.5896764592666223	0.5605289137801357	0.6178714393840029	0.6589022448021354	0.5850808711962011	0.6297995740716497	0.7080386775540976	0.3925435310076811	0.5720776496801749	0.5884474138994303	0.6504085676307442	0.0	0.6363990365504982	0.6447417808372349	0.37288321504671174	0.6348583534635571	0.6198639306739523	0.6019995860681407	0.6003552772840336	0.706962499009894	0.5791063570096575
utf463	0.37433581310334374	0.5235731674808496	0.5617866890660018	0.6478692155637369	0.6834049385707995	0.5330716278472261	0.31891057715455506	0.32549317877029926	0.6448205630370204	0.2848163215574964	0.3064337514726714	0.46775903011128306	0.57061657712121	0.43965557094009516	0.40103771662932935	0.32546856977598626	0.6363990365504982	0.0	0.6280573494871904	0.5341390315828759	0.4581484332811092	0.312440933790381	0.35826547436910366	0.34156495126113884	0.6004975480141098	0.5930053998054734
utf523	0.562647869545203	0.5607224250477953	0.5740075902598426	0.6211810080151435	0.5545896987149653	0.5300206227307953	0.6585026868420141	0.5902150887477946	0.5163838712183859	0.571672999602883	0.614869332325368	0.7149473049241076	0.5436743159945564	0.6266653112234526	0.68913242348279	0.591922618471653	0.6447417808372349	0.6280573494871904	0.0	0.6565524667202775	0.5425361300895456	0.5372245794788575	0.5861660854810424	0.5568385809274861	0.6940044940018474	0.5792529491622537
utf531	0.46456718163681093	0.44107452548004505	0.5185274438307165	0.5463255757852289	0.6730075366527146	0.6685402900451477	0.534398501203805	0.5875681278742811	0.6554367721016338	0.6021429470740167	0.592656291968931	0.6417570139714046	0.39004611595721406	0.5711419792954694	0.5500544114857985	0.5886297188179526	0.37288321504671174	0.5341390315828759	0.6565524667202775	0.0	0.651102417854405	0.6107026294354546	0.6127018917588037	0.6054591438734402	0.6576005802332241	0.5426764130082701
utf540	0.553601551354845	0.5054368167816425	0.5641713535805217	0.6284043656314772	0.6811125245971684	0.5024789804469102	0.5000082114968072	0.3172352584434452	0.666129903158932	0.34294298348121277	0.3482630531043651	0.6183621377567968	0.5401187553426572	0.5086349536893094	0.5202116056005557	0.4595670391336122	0.6348583534635571	0.4581484332811092	0.5425361300895456	0.651102417854405	0.0	0.35188936443487173	0.43678563314638347	0.21139752411184062	0.5904876584342114	0.6190633784353136
utf546	0.44236714265497307	0.37822116489637087	0.4408626538407182	0.5859560930571396	0.6416096358431486	0.4743256001418421	0.28348819630782285	0.23380589242646546	0.6366406693985144	0.10194270534651824	0.26015401152795226	0.5605060867308912	0.4344726267474697	0.36326112984002223	0.48647592860910643	0.32200709481915135	0.6198639306739523	0.312440933790381	0.5372245794788575	0.6107026294354546	0.35188936443487173	0.0	0.40080622065859345	0.22307063763277601	0.5611735347858736	0.51151663738225
utf547	0.4274644232438949	0.5340529174873381	0.574744002736422	0.6243919197063108	0.6655460408044835	0.49844363184082013	0.43034820699183735	0.42362747866523054	0.6598091897131763	0.44547277049012296	0.40278466339103813	0.5705015377818043	0.5665727317728075	0.45029566321951653	0.46518523149533875	0.35918479122499936	0.6019995860681407	0.35826547436910366	0.5861660854810424	0.6127018917588037	0.43678563314638347	0.40080622065859345	0.0	0.3525246625818546	0.602878997235328	0.6067551106832701
utf557	0.5032457574973558	0.4164183907305059	0.49923236778691704	0.6179696885317263	0.6624406520938884	0.4735557275831728	0.3982824488949581	0.19657770690768553	0.6264136863242734	0.22621172392385602	0.237965521909431	0.5687829749847143	0.47770999377152973	0.4256415419860791	0.4396004151698659	0.3734037509516824	0.6003552772840336	0.34156495126113884	0.5568385809274861	0.6054591438734402	0.21139752411184062	0.22307063763277601	0.3525246625818546	0.0	0.5362712890459462	0.5749475912053564
utf563	0.6698258555701759	0.5852899118453297	0.616715587451564	0.7669798793001138	0.7754636592768661	0.7008935466352559	0.5758703142562849	0.5513297238426363	0.7352570268038278	0.5481278911452914	0.5601820441059444	0.6633358742368579	0.6091464487887139	0.5536008970948669	0.5443431620264	0.6094400090963005	0.706962499009894	0.6004975480141098	0.6940044940018474	0.6576005802332241	0.5904876584342114	0.5611735347858736	0.602878997235328	0.5362712890459462	0.0	0.6545141524313779
utf571	0.49510409967684316	0.4604315214875311	0.5366860608567581	0.5940139263392145	0.6401052769546077	0.6560422590444496	0.6078490201453525	0.574497816494467	0.6582596420231946	0.5534278363914579	0.5739441055624592	0.6307363049455856	0.4983266280017704	0.612144421779298	0.6196249271897504	0.5686545421679635	0.5791063570096575	0.5930053998054734	0.5792529491622537	0.5426764130082701	0.6190633784353136	0.51151663738225	0.6067551106832701	0.5749475912053564	0.6545141524313779	0.0
