"#Table SX. Raw data reporting development time (time to eclosion in h) of the different fly treatments. 
Vial = the vial flies were counted in; 
Time = time to eclosion (h); 
event = 0 (did not eclose) or 1 (eclosed); 
treatment = whether the flies weree fed diets inoculated with L. brevis (Lb), A. tropicalis (At), or untreated (No_add); 
cage = triplicate cages (a,b, or c) per treatment; 
bacteria = the bacteria the F2 test flies were reared with (bf=bacteria-free, At = Atropicalis, Lb=L. brevis); 
exp = separate day the experiment was set up (A,B,or C); 
acetoCFU = # of Acetobacter CFU per fly collected from the F2 test flies; 
lactoCFU = # of Lactobacillus CFU per fly collected from the F2 test flies; 
contam = if flies bore more than 400 Acetobactor or 400 Lactobacillus cfus per fly, they were deemed contaiminated and were not included in the analysis;
density = number of pupae counted in each vial. 
Source data are from /Users/jmc257/Dropbox/Working Trade-offs/EE Experiment/eclosion_table_trial2_JMC3.csv; ~/Dropbox/Working Trade-offs/EE Experiment/CFU Data/Copy of test_contam_D7 (old added) A-Z NEW 1-20-18 CFU\'s sheets 1-12_JMC.xlsx; and Users/jmc257/Dropbox/Working Trade-offs/EE Experiment/EE Code.csv. ",,,,,,,,,,
vial,time,event,treatment,cage,bacteria,exp,acetoCFU,lactoCFU,contam,density
fx13,13.36111111,1,At,At-c,bf,C,0,0,noC,118
fx13,13.36111111,1,At,At-c,bf,C,0,0,noC,118
fx13,13.36111111,1,At,At-c,bf,C,0,0,noC,118
fx13,13.36111111,1,At,At-c,bf,C,0,0,noC,118
fx13,13.36111111,1,At,At-c,bf,C,0,0,noC,118
fx13,13.36111111,1,At,At-c,bf,C,0,0,noC,118
fx13,13.36111111,1,At,At-c,bf,C,0,0,noC,118
fx13,13.36111111,1,At,At-c,bf,C,0,0,noC,118
fx13,13.36111111,1,At,At-c,bf,C,0,0,noC,118
fx13,13.36111111,1,At,At-c,bf,C,0,0,noC,118
fx13,13.36111111,1,At,At-c,bf,C,0,0,noC,118
fx13,13.55347222,1,At,At-c,bf,C,0,0,noC,118
fx13,13.55347222,1,At,At-c,bf,C,0,0,noC,118
fx13,13.55347222,1,At,At-c,bf,C,0,0,noC,118
fx13,13.55347222,1,At,At-c,bf,C,0,0,noC,118
fx13,13.55347222,1,At,At-c,bf,C,0,0,noC,118
fx13,13.55347222,1,At,At-c,bf,C,0,0,noC,118
fx13,13.55347222,1,At,At-c,bf,C,0,0,noC,118
fx13,13.55347222,1,At,At-c,bf,C,0,0,noC,118
fx13,13.73958333,1,At,At-c,bf,C,0,0,noC,118
fx13,13.73958333,1,At,At-c,bf,C,0,0,noC,118
fx13,14.375,1,At,At-c,bf,C,0,0,noC,118
fx13,14.375,1,At,At-c,bf,C,0,0,noC,118
fx13,14.375,1,At,At-c,bf,C,0,0,noC,118
fx13,14.375,1,At,At-c,bf,C,0,0,noC,118
fx13,14.375,1,At,At-c,bf,C,0,0,noC,118
fx13,14.375,1,At,At-c,bf,C,0,0,noC,118
fx13,14.375,1,At,At-c,bf,C,0,0,noC,118
fx13,14.375,1,At,At-c,bf,C,0,0,noC,118
fx13,14.375,1,At,At-c,bf,C,0,0,noC,118
fx13,14.375,1,At,At-c,bf,C,0,0,noC,118
fx13,14.375,1,At,At-c,bf,C,0,0,noC,118
fx13,14.55833333,1,At,At-c,bf,C,0,0,noC,118
fx13,14.55833333,1,At,At-c,bf,C,0,0,noC,118
fx13,14.55833333,1,At,At-c,bf,C,0,0,noC,118
fx13,14.55833333,1,At,At-c,bf,C,0,0,noC,118
fx13,14.55833333,1,At,At-c,bf,C,0,0,noC,118
fx13,14.55833333,1,At,At-c,bf,C,0,0,noC,118
fx13,14.55833333,1,At,At-c,bf,C,0,0,noC,118
fx13,14.55833333,1,At,At-c,bf,C,0,0,noC,118
fx13,14.55833333,1,At,At-c,bf,C,0,0,noC,118
fx13,14.55833333,1,At,At-c,bf,C,0,0,noC,118
fx13,14.55833333,1,At,At-c,bf,C,0,0,noC,118
fx13,14.67361111,1,At,At-c,bf,C,0,0,noC,118
fx13,14.67361111,1,At,At-c,bf,C,0,0,noC,118
fx13,15.39166667,1,At,At-c,bf,C,0,0,noC,118
fx13,15.39166667,1,At,At-c,bf,C,0,0,noC,118
fx13,15.39166667,1,At,At-c,bf,C,0,0,noC,118
fx13,15.39166667,1,At,At-c,bf,C,0,0,noC,118
fx13,15.39166667,1,At,At-c,bf,C,0,0,noC,118
fx13,15.39166667,1,At,At-c,bf,C,0,0,noC,118
fx13,15.39166667,1,At,At-c,bf,C,0,0,noC,118
fx13,15.39166667,1,At,At-c,bf,C,0,0,noC,118
fx13,15.39166667,1,At,At-c,bf,C,0,0,noC,118
fx13,15.39166667,1,At,At-c,bf,C,0,0,noC,118
fx13,15.39166667,1,At,At-c,bf,C,0,0,noC,118
fx13,15.39166667,1,At,At-c,bf,C,0,0,noC,118
fx13,15.39166667,1,At,At-c,bf,C,0,0,noC,118
fx13,15.39166667,1,At,At-c,bf,C,0,0,noC,118
fx13,15.69791667,1,At,At-c,bf,C,0,0,noC,118
fx13,15.69791667,1,At,At-c,bf,C,0,0,noC,118
fx13,15.69791667,1,At,At-c,bf,C,0,0,noC,118
fx13,15.69791667,1,At,At-c,bf,C,0,0,noC,118
fx13,15.69791667,1,At,At-c,bf,C,0,0,noC,118
fx13,15.69791667,0,At,At-c,bf,C,0,0,noC,118
fx13,15.69791667,0,At,At-c,bf,C,0,0,noC,118
fx13,15.69791667,0,At,At-c,bf,C,0,0,noC,118
fx13,15.69791667,0,At,At-c,bf,C,0,0,noC,118
fx13,15.69791667,0,At,At-c,bf,C,0,0,noC,118
fx13,15.69791667,0,At,At-c,bf,C,0,0,noC,118
fx13,15.69791667,0,At,At-c,bf,C,0,0,noC,118
fx13,15.69791667,0,At,At-c,bf,C,0,0,noC,118
fx13,15.69791667,0,At,At-c,bf,C,0,0,noC,118
fx13,15.69791667,0,At,At-c,bf,C,0,0,noC,118
fx13,15.69791667,0,At,At-c,bf,C,0,0,noC,118
fx12L,10.625,1,At,At-c,bf,C,20,0,noC,71
fx12L,10.625,1,At,At-c,bf,C,20,0,noC,71
fx12L,10.625,1,At,At-c,bf,C,20,0,noC,71
fx12L,10.625,1,At,At-c,bf,C,20,0,noC,71
fx12L,10.625,1,At,At-c,bf,C,20,0,noC,71
fx12L,10.76736111,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.40416667,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.40416667,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.40416667,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.40416667,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.40416667,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.40416667,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.40416667,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.40416667,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.40416667,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.40416667,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.40416667,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.40416667,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.40416667,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.40416667,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.40416667,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.40416667,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.64722222,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.64722222,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.64722222,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.64722222,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.64722222,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.64722222,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.64722222,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.64722222,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.64722222,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.64722222,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.64722222,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.64722222,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.64722222,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.78888889,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.78888889,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.78888889,1,At,At-c,bf,C,20,0,noC,71
fx12L,11.78888889,1,At,At-c,bf,C,20,0,noC,71
fx12L,12.34930556,1,At,At-c,bf,C,20,0,noC,71
fx12L,12.34930556,1,At,At-c,bf,C,20,0,noC,71
fx12L,12.34930556,1,At,At-c,bf,C,20,0,noC,71
fx12L,12.34930556,1,At,At-c,bf,C,20,0,noC,71
fx12L,12.34930556,1,At,At-c,bf,C,20,0,noC,71
fx12L,12.34930556,1,At,At-c,bf,C,20,0,noC,71
fx12L,12.57430556,1,At,At-c,bf,C,20,0,noC,71
fx12L,12.57430556,1,At,At-c,bf,C,20,0,noC,71
fx12L,12.57430556,1,At,At-c,bf,C,20,0,noC,71
fx12L,12.57430556,1,At,At-c,bf,C,20,0,noC,71
fx12L,12.57430556,1,At,At-c,bf,C,20,0,noC,71
fx12L,12.57430556,1,At,At-c,bf,C,20,0,noC,71
fx12L,12.57430556,1,At,At-c,bf,C,20,0,noC,71
fx12L,12.57430556,1,At,At-c,bf,C,20,0,noC,71
fx12L,12.75347222,1,At,At-c,bf,C,20,0,noC,71
fx12L,12.75347222,1,At,At-c,bf,C,20,0,noC,71
fx12L,12.75347222,1,At,At-c,bf,C,20,0,noC,71
fx12L,12.75347222,1,At,At-c,bf,C,20,0,noC,71
fx12L,12.75347222,1,At,At-c,bf,C,20,0,noC,71
fx12L,13.36111111,1,At,At-c,bf,C,20,0,noC,71
fx12L,13.36111111,1,At,At-c,bf,C,20,0,noC,71
fx12L,13.55347222,1,At,At-c,bf,C,20,0,noC,71
fx12L,13.55347222,1,At,At-c,bf,C,20,0,noC,71
fx12L,13.55347222,1,At,At-c,bf,C,20,0,noC,71
fx12L,13.73958333,1,At,At-c,bf,C,20,0,noC,71
fx12L,14.375,1,At,At-c,bf,C,20,0,noC,71
fx12L,14.375,1,At,At-c,bf,C,20,0,noC,71
fx12L,14.55833333,1,At,At-c,bf,C,20,0,noC,71
fx12L,14.55833333,1,At,At-c,bf,C,20,0,noC,71
fx12L,14.67361111,1,At,At-c,bf,C,20,0,noC,71
fx12L,15.39166667,1,At,At-c,bf,C,20,0,noC,71
fx12L,15.69791667,1,At,At-c,bf,C,20,0,noC,71
fx12,10.625,1,At,At-c,bf,C,0,0,noC,72
fx12,10.625,1,At,At-c,bf,C,0,0,noC,72
fx12,10.625,1,At,At-c,bf,C,0,0,noC,72
fx12,10.76736111,1,At,At-c,bf,C,0,0,noC,72
fx12,10.76736111,1,At,At-c,bf,C,0,0,noC,72
fx12,11.40416667,1,At,At-c,bf,C,0,0,noC,72
fx12,11.40416667,1,At,At-c,bf,C,0,0,noC,72
fx12,11.40416667,1,At,At-c,bf,C,0,0,noC,72
fx12,11.40416667,1,At,At-c,bf,C,0,0,noC,72
fx12,11.40416667,1,At,At-c,bf,C,0,0,noC,72
fx12,11.40416667,1,At,At-c,bf,C,0,0,noC,72
fx12,11.40416667,1,At,At-c,bf,C,0,0,noC,72
fx12,11.40416667,1,At,At-c,bf,C,0,0,noC,72
fx12,11.40416667,1,At,At-c,bf,C,0,0,noC,72
fx12,11.40416667,1,At,At-c,bf,C,0,0,noC,72
fx12,11.40416667,1,At,At-c,bf,C,0,0,noC,72
fx12,11.64722222,1,At,At-c,bf,C,0,0,noC,72
fx12,11.64722222,1,At,At-c,bf,C,0,0,noC,72
fx12,11.64722222,1,At,At-c,bf,C,0,0,noC,72
fx12,11.64722222,1,At,At-c,bf,C,0,0,noC,72
fx12,11.64722222,1,At,At-c,bf,C,0,0,noC,72
fx12,11.64722222,1,At,At-c,bf,C,0,0,noC,72
fx12,11.64722222,1,At,At-c,bf,C,0,0,noC,72
fx12,11.64722222,1,At,At-c,bf,C,0,0,noC,72
fx12,11.64722222,1,At,At-c,bf,C,0,0,noC,72
fx12,11.64722222,1,At,At-c,bf,C,0,0,noC,72
fx12,11.64722222,1,At,At-c,bf,C,0,0,noC,72
fx12,11.64722222,1,At,At-c,bf,C,0,0,noC,72
fx12,11.64722222,1,At,At-c,bf,C,0,0,noC,72
fx12,11.78888889,1,At,At-c,bf,C,0,0,noC,72
fx12,11.78888889,1,At,At-c,bf,C,0,0,noC,72
fx12,11.78888889,1,At,At-c,bf,C,0,0,noC,72
fx12,12.34930556,1,At,At-c,bf,C,0,0,noC,72
fx12,12.34930556,1,At,At-c,bf,C,0,0,noC,72
fx12,12.34930556,1,At,At-c,bf,C,0,0,noC,72
fx12,12.34930556,1,At,At-c,bf,C,0,0,noC,72
fx12,12.34930556,1,At,At-c,bf,C,0,0,noC,72
fx12,12.34930556,1,At,At-c,bf,C,0,0,noC,72
fx12,12.34930556,1,At,At-c,bf,C,0,0,noC,72
fx12,12.34930556,1,At,At-c,bf,C,0,0,noC,72
fx12,12.34930556,1,At,At-c,bf,C,0,0,noC,72
fx12,12.34930556,1,At,At-c,bf,C,0,0,noC,72
fx12,12.34930556,1,At,At-c,bf,C,0,0,noC,72
fx12,12.34930556,1,At,At-c,bf,C,0,0,noC,72
fx12,12.34930556,1,At,At-c,bf,C,0,0,noC,72
fx12,12.34930556,1,At,At-c,bf,C,0,0,noC,72
fx12,12.34930556,1,At,At-c,bf,C,0,0,noC,72
fx12,12.34930556,1,At,At-c,bf,C,0,0,noC,72
fx12,12.57430556,1,At,At-c,bf,C,0,0,noC,72
fx12,12.57430556,1,At,At-c,bf,C,0,0,noC,72
fx12,12.57430556,1,At,At-c,bf,C,0,0,noC,72
fx12,12.57430556,1,At,At-c,bf,C,0,0,noC,72
fx12,12.57430556,1,At,At-c,bf,C,0,0,noC,72
fx12,12.57430556,1,At,At-c,bf,C,0,0,noC,72
fx12,12.57430556,1,At,At-c,bf,C,0,0,noC,72
fx12,12.57430556,1,At,At-c,bf,C,0,0,noC,72
fx12,12.57430556,1,At,At-c,bf,C,0,0,noC,72
fx12,12.57430556,1,At,At-c,bf,C,0,0,noC,72
fx12,12.57430556,1,At,At-c,bf,C,0,0,noC,72
fx12,12.57430556,1,At,At-c,bf,C,0,0,noC,72
fx12,13.36111111,1,At,At-c,bf,C,0,0,noC,72
fx12,13.36111111,1,At,At-c,bf,C,0,0,noC,72
fx12,13.36111111,1,At,At-c,bf,C,0,0,noC,72
fx12,13.36111111,1,At,At-c,bf,C,0,0,noC,72
fx12,13.36111111,1,At,At-c,bf,C,0,0,noC,72
fx12,13.36111111,1,At,At-c,bf,C,0,0,noC,72
fx12,14.375,1,At,At-c,bf,C,0,0,noC,72
fx12,14.55833333,1,At,At-c,bf,C,0,0,noC,72
fx12,14.67361111,1,At,At-c,bf,C,0,0,noC,72
fx12,15.69791667,1,At,At-c,bf,C,0,0,noC,72
fx12,15.69791667,1,At,At-c,bf,C,0,0,noC,72
fx12,15.69791667,0,At,At-c,bf,C,0,0,noC,72
fx11L,10.76736111,1,At,At-c,bf,C,0,20,noC,47
fx11L,10.76736111,1,At,At-c,bf,C,0,20,noC,47
fx11L,11.40416667,1,At,At-c,bf,C,0,20,noC,47
fx11L,11.40416667,1,At,At-c,bf,C,0,20,noC,47
fx11L,11.40416667,1,At,At-c,bf,C,0,20,noC,47
fx11L,11.40416667,1,At,At-c,bf,C,0,20,noC,47
fx11L,11.40416667,1,At,At-c,bf,C,0,20,noC,47
fx11L,11.64722222,1,At,At-c,bf,C,0,20,noC,47
fx11L,11.64722222,1,At,At-c,bf,C,0,20,noC,47
fx11L,11.64722222,1,At,At-c,bf,C,0,20,noC,47
fx11L,11.64722222,1,At,At-c,bf,C,0,20,noC,47
fx11L,11.64722222,1,At,At-c,bf,C,0,20,noC,47
fx11L,11.64722222,1,At,At-c,bf,C,0,20,noC,47
fx11L,11.64722222,1,At,At-c,bf,C,0,20,noC,47
fx11L,11.78888889,1,At,At-c,bf,C,0,20,noC,47
fx11L,11.78888889,1,At,At-c,bf,C,0,20,noC,47
fx11L,11.78888889,1,At,At-c,bf,C,0,20,noC,47
fx11L,11.78888889,1,At,At-c,bf,C,0,20,noC,47
fx11L,12.34930556,1,At,At-c,bf,C,0,20,noC,47
fx11L,12.34930556,1,At,At-c,bf,C,0,20,noC,47
fx11L,12.34930556,1,At,At-c,bf,C,0,20,noC,47
fx11L,12.34930556,1,At,At-c,bf,C,0,20,noC,47
fx11L,12.34930556,1,At,At-c,bf,C,0,20,noC,47
fx11L,12.34930556,1,At,At-c,bf,C,0,20,noC,47
fx11L,12.57430556,1,At,At-c,bf,C,0,20,noC,47
fx11L,12.57430556,1,At,At-c,bf,C,0,20,noC,47
fx11L,12.57430556,1,At,At-c,bf,C,0,20,noC,47
fx11L,12.57430556,1,At,At-c,bf,C,0,20,noC,47
fx11L,12.57430556,1,At,At-c,bf,C,0,20,noC,47
fx11L,12.57430556,1,At,At-c,bf,C,0,20,noC,47
fx11L,12.57430556,1,At,At-c,bf,C,0,20,noC,47
fx11L,12.57430556,1,At,At-c,bf,C,0,20,noC,47
fx11L,12.75347222,1,At,At-c,bf,C,0,20,noC,47
fx11L,13.36111111,1,At,At-c,bf,C,0,20,noC,47
fx11L,13.36111111,1,At,At-c,bf,C,0,20,noC,47
fx11L,13.36111111,1,At,At-c,bf,C,0,20,noC,47
fx11L,13.36111111,1,At,At-c,bf,C,0,20,noC,47
fx11L,13.36111111,1,At,At-c,bf,C,0,20,noC,47
fx11L,13.55347222,1,At,At-c,bf,C,0,20,noC,47
fx11L,13.55347222,1,At,At-c,bf,C,0,20,noC,47
fx11L,13.55347222,1,At,At-c,bf,C,0,20,noC,47
fx11L,13.55347222,1,At,At-c,bf,C,0,20,noC,47
fx11L,13.55347222,1,At,At-c,bf,C,0,20,noC,47
fx11L,13.55347222,1,At,At-c,bf,C,0,20,noC,47
fx11L,13.73958333,1,At,At-c,bf,C,0,20,noC,47
fx11L,14.375,1,At,At-c,bf,C,0,20,noC,47
fx11L,14.375,1,At,At-c,bf,C,0,20,noC,47
fx11,10.625,1,At,At-c,bf,C,60,0,noC,90
fx11,10.625,1,At,At-c,bf,C,60,0,noC,90
fx11,10.625,1,At,At-c,bf,C,60,0,noC,90
fx11,10.76736111,1,At,At-c,bf,C,60,0,noC,90
fx11,10.76736111,1,At,At-c,bf,C,60,0,noC,90
fx11,11.40416667,1,At,At-c,bf,C,60,0,noC,90
fx11,11.40416667,1,At,At-c,bf,C,60,0,noC,90
fx11,11.40416667,1,At,At-c,bf,C,60,0,noC,90
fx11,11.40416667,1,At,At-c,bf,C,60,0,noC,90
fx11,11.40416667,1,At,At-c,bf,C,60,0,noC,90
fx11,11.40416667,1,At,At-c,bf,C,60,0,noC,90
fx11,11.40416667,1,At,At-c,bf,C,60,0,noC,90
fx11,11.40416667,1,At,At-c,bf,C,60,0,noC,90
fx11,11.40416667,1,At,At-c,bf,C,60,0,noC,90
fx11,11.40416667,1,At,At-c,bf,C,60,0,noC,90
fx11,11.40416667,1,At,At-c,bf,C,60,0,noC,90
fx11,11.40416667,1,At,At-c,bf,C,60,0,noC,90
fx11,11.40416667,1,At,At-c,bf,C,60,0,noC,90
fx11,11.40416667,1,At,At-c,bf,C,60,0,noC,90
fx11,11.40416667,1,At,At-c,bf,C,60,0,noC,90
fx11,11.40416667,1,At,At-c,bf,C,60,0,noC,90
fx11,11.40416667,1,At,At-c,bf,C,60,0,noC,90
fx11,11.40416667,1,At,At-c,bf,C,60,0,noC,90
fx11,11.64722222,1,At,At-c,bf,C,60,0,noC,90
fx11,11.64722222,1,At,At-c,bf,C,60,0,noC,90
fx11,11.64722222,1,At,At-c,bf,C,60,0,noC,90
fx11,11.64722222,1,At,At-c,bf,C,60,0,noC,90
fx11,11.64722222,1,At,At-c,bf,C,60,0,noC,90
fx11,11.64722222,1,At,At-c,bf,C,60,0,noC,90
fx11,11.64722222,1,At,At-c,bf,C,60,0,noC,90
fx11,11.64722222,1,At,At-c,bf,C,60,0,noC,90
fx11,11.64722222,1,At,At-c,bf,C,60,0,noC,90
fx11,11.64722222,1,At,At-c,bf,C,60,0,noC,90
fx11,11.64722222,1,At,At-c,bf,C,60,0,noC,90
fx11,11.78888889,1,At,At-c,bf,C,60,0,noC,90
fx11,11.78888889,1,At,At-c,bf,C,60,0,noC,90
fx11,11.78888889,1,At,At-c,bf,C,60,0,noC,90
fx11,12.34930556,1,At,At-c,bf,C,60,0,noC,90
fx11,12.34930556,1,At,At-c,bf,C,60,0,noC,90
fx11,12.34930556,1,At,At-c,bf,C,60,0,noC,90
fx11,12.34930556,1,At,At-c,bf,C,60,0,noC,90
fx11,12.34930556,1,At,At-c,bf,C,60,0,noC,90
fx11,12.34930556,1,At,At-c,bf,C,60,0,noC,90
fx11,12.57430556,1,At,At-c,bf,C,60,0,noC,90
fx11,12.57430556,1,At,At-c,bf,C,60,0,noC,90
fx11,12.57430556,1,At,At-c,bf,C,60,0,noC,90
fx11,12.57430556,1,At,At-c,bf,C,60,0,noC,90
fx11,12.57430556,1,At,At-c,bf,C,60,0,noC,90
fx11,12.57430556,1,At,At-c,bf,C,60,0,noC,90
fx11,12.57430556,1,At,At-c,bf,C,60,0,noC,90
fx11,12.57430556,1,At,At-c,bf,C,60,0,noC,90
fx11,12.57430556,1,At,At-c,bf,C,60,0,noC,90
fx11,12.57430556,1,At,At-c,bf,C,60,0,noC,90
fx11,12.57430556,1,At,At-c,bf,C,60,0,noC,90
fx11,12.57430556,1,At,At-c,bf,C,60,0,noC,90
fx11,12.57430556,1,At,At-c,bf,C,60,0,noC,90
fx11,12.57430556,1,At,At-c,bf,C,60,0,noC,90
fx11,12.57430556,1,At,At-c,bf,C,60,0,noC,90
fx11,12.57430556,1,At,At-c,bf,C,60,0,noC,90
fx11,12.57430556,1,At,At-c,bf,C,60,0,noC,90
fx11,12.75347222,1,At,At-c,bf,C,60,0,noC,90
fx11,12.75347222,1,At,At-c,bf,C,60,0,noC,90
fx11,12.75347222,1,At,At-c,bf,C,60,0,noC,90
fx11,12.75347222,1,At,At-c,bf,C,60,0,noC,90
fx11,13.36111111,1,At,At-c,bf,C,60,0,noC,90
fx11,13.36111111,1,At,At-c,bf,C,60,0,noC,90
fx11,13.36111111,1,At,At-c,bf,C,60,0,noC,90
fx11,13.36111111,1,At,At-c,bf,C,60,0,noC,90
fx11,13.36111111,1,At,At-c,bf,C,60,0,noC,90
fx11,13.55347222,1,At,At-c,bf,C,60,0,noC,90
fx11,13.55347222,1,At,At-c,bf,C,60,0,noC,90
fx11,13.55347222,1,At,At-c,bf,C,60,0,noC,90
fx11,13.55347222,1,At,At-c,bf,C,60,0,noC,90
fx11,13.55347222,1,At,At-c,bf,C,60,0,noC,90
fx11,13.55347222,1,At,At-c,bf,C,60,0,noC,90
fx11,13.55347222,1,At,At-c,bf,C,60,0,noC,90
fx11,13.73958333,1,At,At-c,bf,C,60,0,noC,90
fx11,13.73958333,1,At,At-c,bf,C,60,0,noC,90
fx11,13.73958333,1,At,At-c,bf,C,60,0,noC,90
fx11,14.375,1,At,At-c,bf,C,60,0,noC,90
fx11,14.375,1,At,At-c,bf,C,60,0,noC,90
fx11,14.375,1,At,At-c,bf,C,60,0,noC,90
fx11,14.55833333,1,At,At-c,bf,C,60,0,noC,90
fx11,14.55833333,1,At,At-c,bf,C,60,0,noC,90
fx11,14.55833333,1,At,At-c,bf,C,60,0,noC,90
fx11,14.67361111,1,At,At-c,bf,C,60,0,noC,90
fx11,15.69791667,1,At,At-c,bf,C,60,0,noC,90
fx11,15.69791667,1,At,At-c,bf,C,60,0,noC,90
fx11,15.69791667,0,At,At-c,bf,C,60,0,noC,90
fx11,15.69791667,0,At,At-c,bf,C,60,0,noC,90
ft14,8.625694444,1,At,At-c,At,C,7680,0,noC,139
ft14,9.41666667,1,At,At-c,At,C,7680,0,noC,139
ft14,9.41666667,1,At,At-c,At,C,7680,0,noC,139
ft14,9.41666667,1,At,At-c,At,C,7680,0,noC,139
ft14,9.41666667,1,At,At-c,At,C,7680,0,noC,139
ft14,9.41666667,1,At,At-c,At,C,7680,0,noC,139
ft14,9.41666667,1,At,At-c,At,C,7680,0,noC,139
ft14,9.41666667,1,At,At-c,At,C,7680,0,noC,139
ft14,9.41666667,1,At,At-c,At,C,7680,0,noC,139
ft14,9.41666667,1,At,At-c,At,C,7680,0,noC,139
ft14,9.41666667,1,At,At-c,At,C,7680,0,noC,139
ft14,9.41666667,1,At,At-c,At,C,7680,0,noC,139
ft14,9.41666667,1,At,At-c,At,C,7680,0,noC,139
ft14,9.41666667,1,At,At-c,At,C,7680,0,noC,139
ft14,9.41666667,1,At,At-c,At,C,7680,0,noC,139
ft14,9.41666667,1,At,At-c,At,C,7680,0,noC,139
ft14,9.41666667,1,At,At-c,At,C,7680,0,noC,139
ft14,9.41666667,1,At,At-c,At,C,7680,0,noC,139
ft14,9.41666667,1,At,At-c,At,C,7680,0,noC,139
ft14,9.41666667,1,At,At-c,At,C,7680,0,noC,139
ft14,9.41666667,1,At,At-c,At,C,7680,0,noC,139
ft14,9.41666667,1,At,At-c,At,C,7680,0,noC,139
ft14,9.41666667,1,At,At-c,At,C,7680,0,noC,139
ft14,9.41666667,1,At,At-c,At,C,7680,0,noC,139
ft14,9.41666667,1,At,At-c,At,C,7680,0,noC,139
ft14,9.54722222,1,At,At-c,At,C,7680,0,noC,139
ft14,9.54722222,1,At,At-c,At,C,7680,0,noC,139
ft14,9.54722222,1,At,At-c,At,C,7680,0,noC,139
ft14,9.54722222,1,At,At-c,At,C,7680,0,noC,139
ft14,9.54722222,1,At,At-c,At,C,7680,0,noC,139
ft14,9.54722222,1,At,At-c,At,C,7680,0,noC,139
ft14,9.54722222,1,At,At-c,At,C,7680,0,noC,139
ft14,9.54722222,1,At,At-c,At,C,7680,0,noC,139
ft14,9.54722222,1,At,At-c,At,C,7680,0,noC,139
ft14,9.54722222,1,At,At-c,At,C,7680,0,noC,139
ft14,9.54722222,1,At,At-c,At,C,7680,0,noC,139
ft14,9.54722222,1,At,At-c,At,C,7680,0,noC,139
ft14,9.54722222,1,At,At-c,At,C,7680,0,noC,139
ft14,9.54722222,1,At,At-c,At,C,7680,0,noC,139
ft14,9.54722222,1,At,At-c,At,C,7680,0,noC,139
ft14,9.54722222,1,At,At-c,At,C,7680,0,noC,139
ft14,9.54722222,1,At,At-c,At,C,7680,0,noC,139
ft14,9.54722222,1,At,At-c,At,C,7680,0,noC,139
ft14,9.54722222,1,At,At-c,At,C,7680,0,noC,139
ft14,9.54722222,1,At,At-c,At,C,7680,0,noC,139
ft14,9.77638889,1,At,At-c,At,C,7680,0,noC,139
ft14,9.77638889,1,At,At-c,At,C,7680,0,noC,139
ft14,9.77638889,1,At,At-c,At,C,7680,0,noC,139
ft14,9.77638889,1,At,At-c,At,C,7680,0,noC,139
ft14,9.77638889,1,At,At-c,At,C,7680,0,noC,139
ft14,9.77638889,1,At,At-c,At,C,7680,0,noC,139
ft14,9.77638889,1,At,At-c,At,C,7680,0,noC,139
ft14,9.77638889,1,At,At-c,At,C,7680,0,noC,139
ft14,10.38472222,1,At,At-c,At,C,7680,0,noC,139
ft14,10.38472222,1,At,At-c,At,C,7680,0,noC,139
ft14,10.38472222,1,At,At-c,At,C,7680,0,noC,139
ft14,10.38472222,1,At,At-c,At,C,7680,0,noC,139
ft14,10.38472222,1,At,At-c,At,C,7680,0,noC,139
ft14,10.38472222,1,At,At-c,At,C,7680,0,noC,139
ft14,10.38472222,1,At,At-c,At,C,7680,0,noC,139
ft14,10.38472222,1,At,At-c,At,C,7680,0,noC,139
