	ec1442	ec1449	ec1457	ec1462	ec1468	ec1469	ec1470	ec1489	ec1492	ec1493	ec1497	ec1498	ec1500	ec1502	ec1508	ec1513	ec1514	ec1516	ec1517	ec1524	ec1525	ec1530	ec1533	eti145	eti146	eti149	eti151	eti152	eti153	eti154	eti156	eti162	eti164	eti165	eti167
eti149	0.5038145782531386	1.163032688354286	1.2312764957435927	1.2406445918527267	1.1944919866375896	1.1612966281821229	1.215968440847547	0.8642570954305699	1.2252963037277473	1.1996141865754204	0.8790587680506855	1.1656771922330855	1.2336263122601647	1.2013443622123856	1.2061169781946854	1.2426410806233177	1.2405642220187814	0.4477910790071013	1.2183663686379482	1.2430960018953428	1.2377793934981736	1.1271506725432645	1.2283620020206567	1.236909642779545	1.2349460047131275	0.0	1.1231291146502616	1.174396562502058	1.230912570463569	1.2313489827934812	1.1797539982168805	0.6614400838004453	1.2084636632353956	1.2262676575359772	1.1467765983661315
eti151	1.1889228185219842	0.45003106106756136	0.42620539005388647	0.5364591693996508	0.49190614266610383	0.10987332094868388	0.43132558228935053	0.750711691550543	0.47908083613279995	0.3873071727768808	0.6085293113039426	0.2580086257894252	0.514874813772811	0.4445212723614296	0.47462714543925383	0.5278358961428398	0.5210862073601963	1.0158978176439046	0.4929752952969115	0.5237583792219804	0.5216784582641506	0.4021337860977293	0.4975449340569695	0.5160655533034632	0.5024011002693126	1.1231291146502616	0.0	0.43484777002031516	0.512556215397465	0.5101471294280031	0.3211400067356496	0.8551658514678335	0.36690289422899247	0.5142340962344683	0.5597891526915215
eti152	1.2450215951851933	0.37929251643026324	0.39443169439600695	0.45316083876174473	0.3946327458274573	0.39730580003939764	0.37913581530532825	0.6518458814470764	0.4013125683567036	0.3454899250781449	0.5602433904098743	0.42637386407941097	0.4207319740735217	0.33023267089259273	0.3806664710886517	0.4234060791626617	0.42655231404926597	0.9628993896965939	0.4055657635642218	0.4304337648430198	0.4280927132252909	0.2938081561980535	0.407808450946054	0.4206196646290379	0.4144590821949453	1.174396562502058	0.43484777002031516	0.0	0.41471660415136785	0.4127128207362549	0.32527595526689285	0.76697157832756	0.36281187505235796	0.41673379891088713	0.4621248461755868
eti153	1.2678511350416455	0.5608880860006891	0.13667240185403332	0.06450455166054692	0.27674148718382197	0.45571395190717895	0.12410966228123621	0.48489566302722303	0.06355604096795409	0.23547931942421174	0.5788622817956263	0.5640877010300607	0.03165526152495322	0.20799157396885715	0.1085618427634205	0.04788615758559971	0.033799355458112336	0.9944354712614847	0.09936688154615542	0.05132568063842998	0.02497335693019177	0.44100834773711073	0.042836416975393234	0.03157357137117874	0.0418466714063906	1.230912570463569	0.512556215397465	0.41471660415136785	0.0	0.034629021517870014	0.2883340020259854	0.7301600549117289	0.20061837232417506	0.03366335014929215	0.15351525458499435
eti154	1.2705850994133179	0.5630160005160811	0.12872673050155645	0.06222778968636894	0.2664606372153101	0.4496960048456844	0.11126409191845296	0.4729070487680209	0.05811137165305828	0.22494668004473034	0.5695401326397518	0.5580804013955337	0.020608645092289244	0.19178917594969003	0.09049717544988937	0.038918942776741974	0.025423155468904765	0.9911227461961183	0.08523753857699537	0.03746412532561055	0.04042905719085764	0.4340784510553096	0.02320648298704273	0.01841323366089713	0.02837604876120527	1.2313489827934812	0.5101471294280031	0.4127128207362549	0.034629021517870014	0.0	0.2752686288089355	0.725960078107866	0.19167035040393934	0.028459808205600512	0.14248304416898266
eti156	1.2412589917503853	0.4816763971831053	0.17359243145834966	0.2822840608701021	0.27703864213461527	0.28647893947113817	0.1902914477946213	0.5227963817368704	0.2558448842233026	0.14095588609732373	0.45624488598319596	0.3376366051213084	0.2823770192413875	0.22046570728244078	0.25077555733050383	0.2654918692852286	0.29585959737023876	0.962430316772174	0.27532402632575737	0.30450054635972346	0.2967926479464937	0.33662474566732015	0.2670827193563019	0.28429808322482947	0.27655646234548187	1.1797539982168805	0.3211400067356496	0.32527595526689285	0.2883340020259854	0.2752686288089355	0.0	0.6904744346787128	0.10738523554390596	0.28327005685343365	0.3081794746794261
eti162	0.5728413137967797	0.9099341955946699	0.7291380752601819	0.7416902825556428	0.6955565595460558	0.8125644200950782	0.709257577770811	0.2693780001837732	0.7163269175740042	0.6990986871992724	0.33036884839949926	0.9090945486056604	0.7257418086237241	0.7067042636731662	0.7230098936225093	0.740383111065629	0.7339933187931177	0.28957914793589984	0.7168278412258823	0.7410440596612818	0.7346163644915136	0.7930973590318626	0.7217609130107481	0.7262843558310537	0.7278293298616725	0.6614400838004453	0.8551658514678335	0.76697157832756	0.7301600549117289	0.725960078107866	0.6904744346787128	0.0	0.7066580484628842	0.7239927688277125	0.615357553031537
eti164	1.2467195702186091	0.5207499908825255	0.09554176212044241	0.2064846303541702	0.2600660855623415	0.2952545262479275	0.11404325012318248	0.4561686968777864	0.16885934942664454	0.1098315789762849	0.4691022856391597	0.412198362585608	0.19528626780829905	0.18126451908563931	0.19874640569206217	0.1826129322149727	0.20882148211307014	0.9715283806235293	0.19221548130370916	0.22000895172520585	0.20975958944923245	0.3971133589955983	0.1864059141183282	0.1972505374634092	0.19146948435031438	1.2084636632353956	0.36690289422899247	0.36281187505235796	0.20061837232417506	0.19167035040393934	0.10738523554390596	0.7066580484628842	0.0	0.20332031176577864	0.23342562261937855
eti165	1.2695473244607771	0.5623344013206675	0.13567200904149834	0.05930868420479106	0.27146414571243044	0.45605050788000706	0.12195163604942541	0.47703425627712814	0.07016233542597013	0.2352985201501456	0.580855935307099	0.563628239881779	0.022179243361230814	0.20286914271065137	0.10219682471312923	0.03767473156897612	0.03171601308156035	0.987145338653783	0.10196444384022409	0.04588115475229637	0.03177569536266326	0.4389622878995784	0.03417144986434748	0.021040270170857737	0.04247243835128618	1.2262676575359772	0.5142340962344683	0.41673379891088713	0.03366335014929215	0.028459808205600512	0.28327005685343365	0.7239927688277125	0.20332031176577864	0.0	0.15455954216582257
eti167	1.1591630250651914	0.6172484374672811	0.1676227901191208	0.146755592219363	0.3354907212345267	0.49777088523015306	0.1541600098375446	0.36366816815114356	0.1391126140096508	0.25899842283717434	0.4431142742285573	0.6098366855525903	0.14336067132561248	0.2634125883854301	0.16026272883224518	0.13728463412004493	0.1560054699139344	0.8807155633471989	0.15468920334492695	0.1688086645592164	0.15847987037940106	0.48331267878272305	0.1458086905886997	0.14540703729917698	0.14844848380448236	1.1467765983661315	0.5597891526915215	0.4621248461755868	0.15351525458499435	0.14248304416898266	0.3081794746794261	0.615357553031537	0.23342562261937855	0.15455954216582257	0.0
