# Constructed from biom file
#OTU ID	17N1	18N1	18N2	18N3	24N1	24N2	24N3	25N1	25N2	25N3	26N2	26N3	27N1	27N2	27N3
ac13329d4c4c34748a737136f14a819e	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
33cbdfd6b215bd3b91eab5319a9b37b5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
6fd90d3890edf58bf5bcb2d1f3097d53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
57a53f71085f5fbcd0a040fa1fbc0025	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
96965b580cfc9014a4e41886c80e948e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
b39225b91868ac8fb50b67b4c3184f25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
95ce66ca8d18af976eebf7b4b9836770	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0
d1c41cbbefd3f517d3790672f1026b17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0
913a3e190b39126c1da4992cd47d090a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3c8aeadd4a5699bdba71841665f034c7	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dc57c33887711d791baba98e76ca08c5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
11e7e54da4ff8fe083a5eb7b5b54f8dd	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
90d8d6c0c755ef30a6aaa1aca30c9ab9	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dcfac342e23e03f9ac5aa66e98c0e24e	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a6f59a5c26302aef25711ff830bb87e5	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c678614e42d911caf67bfc9c7bae78b4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0
58946b6f4049f95f2df763cf6e0d1eb4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0
d3e2fc13251ce9b4d7fe6d587f5971ed	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0
60674b15c2efaf282bb36965a912d0ee	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
72ef123fc92a744cbc953b1a9adad588	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
665c77bd66308376c21ed915f0655106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0
2edd8a856bbd18f20438e2e0ea5c1f41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0
8672db575e51fc8b5b762ef6c2c79282	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
85f6700214f06a1949ee1df28a923a2e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
72d425f94120e14dfdc30f8d8c51c095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0
00777b29b8bcb402e0bd1e8cec228554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0
20ca081677f7aae4fb8e04d33c72e2c9	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
caf6ad5f804d3a6f9b0c9c7d45eff81f	3.0	0.0	0.0	0.0	16.0	2.0	47.0	28.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0
6aa516c2aebf093caa691f61055bb0dd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	23.0
c5917572e7777c130674b673e5c99f68	0.0	48.0	45.0	89.0	0.0	0.0	1.0	1.0	10.0	105.0	3.0	0.0	25.0	98.0	18.0
dd7c18656be502fc00fbab56e573d1a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0
9470c4346b0d64766ad83af55ceadbf7	0.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9a2040023ebaf28ad7cc23310fdb7fa3	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65a97a462c6d5bd94850a8dc10fbdbe3	2.0	0.0	13.0	11.0	0.0	0.0	0.0	0.0	0.0	12.0	1.0	0.0	25.0	33.0	0.0
0eb9f96bd036ec15799bf10d9080a911	0.0	0.0	0.0	0.0	0.0	0.0	3.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0dd4638d70a5a52ee7dfce0b48f96a0e	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d93f1306a0c1a0f6dda8ef589276bd1e	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5d4d5ca89373941c635bc896d550cacf	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fc0e8ad5df222c87f2dbc37921a7bce8	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56505184255a7b1e3522dc9bd5120d0f	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5b2adb2a72c48bc34e3e7513d52c9fe6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0
ce220416b8197d4f7ccac2ba001ddf64	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4f36b69552247260d3440afd6a76ebb4	0.0	0.0	0.0	8.0	0.0	0.0	1.0	0.0	1.0	2.0	5.0	0.0	0.0	3.0	0.0
0b2e274e8e751016954beeee2cdd25fb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
72ca8a46914d77a0c6fc691869c3ef49	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d16b72a476259e08fd8da446720541a4	7.0	22.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	6.0	3.0
247e0e8582764b66fafa750566a12617	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
4815ac6233e24f59ad94aa74ffece6e7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	2.0	0.0	0.0	0.0	9.0	0.0	0.0
3c5a3b0043494b2d6800d26cfae7fb5b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
6a84c827561f9bd3c701143485718d79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	33.0
04e9d99e6a6cc101d1caf4adbf0b99f8	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c226f6382004dfc5b73d53be39756200	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0
5e830064cff492857877521f66c96657	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0
adca240ac61c434812f2c7e267f64865	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a1c049b544bc7870b543afca02d9dc8e	0.0	0.0	0.0	0.0	0.0	0.0	113.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8a0aff634650bbc0a0359ce3b4b37bb3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0
d37891c1d620c5e8ee40f7171134c357	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cf76e248174073ed8863855ed9124dd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b1dfb167171b8494aac9cc2042db3e85	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
35f45dbe625641d7244453936fe1beea	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9d833bdf5344012276450988072a2769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
4c6f95c38ef6d32651d5b2032ceda5cd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0
3057d00061d3abc4b19e878796b2a831	0.0	0.0	0.0	0.0	61.0	318.0	0.0	8.0	0.0	11.0	0.0	0.0	0.0	22.0	0.0
ca018e27c56fdc10535c6a9b6b640946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0
51b3fce5b8f4933d94da61aae185cc17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0
a183f2595f2df8381e32d2d98cca1b63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	9.0
67de1aeeac20d41e3bc449f8001dcd54	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bdd082f515a2bb0c9f2e9d1b7bfa2188	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21a247c72402f15b6f45ff2dd50d644b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0
19f9019b11c3fcd7979b545c35ffc54c	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a85eb29eeda1799742d25620681d7cfd	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5a8c00a11723a89db9e6f55a4bea62ea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
d8815ae2e74f55f4d5ca0041b6b8e8c5	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5c685b88f20050ea8f2afe87a05e7f15	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
7489ab3f19f5359bbad9b739f176e947	0.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78a865b1d71d7a7095dbfad14b503a51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
09e61079c468201812a9a0811e1b2c9e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0
