	ec1306	ec1322	ec1350	ec1354	ec1364	ec1367	ec1369	ec1385	ec1386	ec1388	ec1398	ec1401	ec1404	ec1416	ec1417	ec1419	ec1430	ec1433	eti104	eti110	eti112	eti122	eti126
ec1398	0.17740825110393424	0.4381221281687824	0.53759164743125	0.4864198717870367	0.39411054116679994	0.4138248300015252	0.37038099196078655	0.5764488806342178	0.4746163610496307	0.47890003900495004	0.0	0.4748151650275492	0.3439356209017479	0.3482996039217538	0.5295564638345168	0.4169604724786357	0.3370103641257638	0.5210893249373231	0.39191866199414654	0.39887871464592717	0.47240206841536475	0.46622889592474803	0.43469596648435327
ec1401	0.46983556951875804	0.6104630703203133	0.595089330065608	0.4572997543445204	0.6524795758670139	0.6515636018277999	0.6432560766906102	0.5928568606343537	0.5206323839672538	0.6658940287749863	0.4748151650275492	0.0	0.5259752906227992	0.6376595455072551	0.5483066844149398	0.6563135445608816	0.6357622342966417	0.5646089189612508	0.6512261616965954	0.6561013452699417	0.5661507459734846	0.6610232385527414	0.6647653238136452
ec1404	0.4001257782664001	0.5199879054212994	0.5986046071575151	0.5480213725627303	0.4467570494914489	0.5255804256147905	0.43445311167491946	0.6463692056117084	0.535536643231739	0.47709893503674616	0.3439356209017479	0.5259752906227992	0.0	0.4664623114833812	0.5089601606466987	0.4517405642043467	0.4490365083887104	0.5135639805804724	0.4943324962420315	0.49149108439327005	0.5109234317690595	0.518961090193123	0.5161644531902913
ec1416	0.40559964251633734	0.22860290803668692	0.45328006373391044	0.6423350804142158	0.1251825674857688	0.27962924010127416	0.06467584341538746	0.5310524021533682	0.3989797465319334	0.4056663918680987	0.3482996039217538	0.6376595455072551	0.4664623114833812	0.0	0.5086552063004067	0.16949899941706234	0.053694764366441446	0.3750589757571324	0.12531093902142826	0.1343268615392214	0.2778658380482107	0.3593027962805543	0.20183331659669307
ec1417	0.5115076910402867	0.47237892517835584	0.46620762648911196	0.4423374797232288	0.5023153201848702	0.5512777351313575	0.4879188766972367	0.5005007921584779	0.4978880805954536	0.5159821467900624	0.5295564638345168	0.5483066844149398	0.5089601606466987	0.5086552063004067	0.0	0.4731850000079146	0.5124627706210099	0.38243886468513627	0.5196422220315805	0.5284992875051893	0.3823898682420979	0.5252303182369961	0.5520360103894841
ec1419	0.4426859733398276	0.303243546226469	0.4515395721321237	0.6061115025211042	0.21551279933260423	0.34633264157212224	0.12356831924799679	0.5403954523082412	0.44457742242585224	0.40837969765334775	0.4169604724786357	0.6563135445608816	0.4517405642043467	0.16949899941706234	0.4731850000079146	0.0	0.17010219319128284	0.44043608824018304	0.2431883179748197	0.2594383242530533	0.296088782556881	0.30903929771278893	0.27494291368947477
ec1430	0.4197557832615927	0.24112000583508486	0.4674851617424782	0.64107414149306	0.16582083453804	0.30938116474275085	0.10317530775186676	0.5204903492869749	0.38976232393097726	0.4211505902314368	0.3370103641257638	0.6357622342966417	0.4490365083887104	0.053694764366441446	0.5124627706210099	0.17010219319128284	0.0	0.4000240418363392	0.14695985727966468	0.176761676181029	0.2969041452644514	0.38403124465323785	0.214272401159348
ec1433	0.5080953990964076	0.356482794691719	0.4003535586801091	0.5203787350714687	0.37974383945225854	0.4524751601741418	0.39434365185416326	0.4018308677308421	0.30787098098461657	0.5218570868978011	0.5210893249373231	0.5646089189612508	0.5135639805804724	0.3750589757571324	0.38243886468513627	0.44043608824018304	0.4000240418363392	0.0	0.41528772496218125	0.4119271251368767	0.24628903354495055	0.49206414400395354	0.4552257011907161
eti104	0.4438181531493885	0.26109824190968683	0.47294409736791326	0.6568736125821445	0.21660345938089728	0.33385806131198004	0.17366763474685082	0.5471411016909565	0.43873523913816076	0.39963015423156517	0.39191866199414654	0.6512261616965954	0.4943324962420315	0.12531093902142826	0.5196422220315805	0.2431883179748197	0.14695985727966468	0.41528772496218125	0.0	0.2203323280026317	0.3027386200584391	0.40077666312401355	0.26978642216455606
eti110	0.4537685093963653	0.29924818686653315	0.4722596265754959	0.6502391718870676	0.19147734064637909	0.3290956077238642	0.17684190202601188	0.5580088331830818	0.4502041045243226	0.43280918096059995	0.39887871464592717	0.6561013452699417	0.49149108439327005	0.1343268615392214	0.5284992875051893	0.2594383242530533	0.176761676181029	0.4119271251368767	0.2203323280026317	0.0	0.3379672548677621	0.38768364970514535	0.28488322678975614
eti112	0.505774214292886	0.3096879169208721	0.3538580368625697	0.5304531911986162	0.3373819262774527	0.42463965291609146	0.2441234516214674	0.4130078213749984	0.3109836628621256	0.4552132085154246	0.47240206841536475	0.5661507459734846	0.5109234317690595	0.2778658380482107	0.3823898682420979	0.296088782556881	0.2969041452644514	0.24628903354495055	0.3027386200584391	0.3379672548677621	0.0	0.4276827774486174	0.37409838759467157
eti122	0.4758954139611483	0.4356246624720783	0.43323236305902885	0.5775162325366049	0.3335778413380202	0.31779903749645805	0.3238127233017974	0.5712260089093333	0.47886610433673554	0.4727145535387653	0.46622889592474803	0.6610232385527414	0.518961090193123	0.3593027962805543	0.5252303182369961	0.30903929771278893	0.38403124465323785	0.49206414400395354	0.40077666312401355	0.38768364970514535	0.4276827774486174	0.0	0.4316038963856691
eti126	0.46984938715757396	0.3379720429358893	0.4610514331897426	0.661507841313085	0.2610716424623177	0.3751727329675082	0.23844854442155872	0.5628268059493026	0.46458336122847854	0.4702746394732583	0.43469596648435327	0.6647653238136452	0.5161644531902913	0.20183331659669307	0.5520360103894841	0.27494291368947477	0.214272401159348	0.4552257011907161	0.26978642216455606	0.28488322678975614	0.37409838759467157	0.4316038963856691	0.0
